O|Hybrid Cloud|Data Centre & Compute|Other|Dell
O|Hybrid Cloud|Data Centre & Compute|Bespoke Service - Consulting|Data#3
O|Hybrid Cloud|Data Centre & Compute|Other|Cisco
O|Hybrid Cloud|Data Centre & Compute|Other|Cisco
C|Hybrid Cloud|Storage & Data Protection
O|Hybrid Cloud|Storage & Data Protection|Storage|NetApp
O|Hybrid Cloud|Storage & Data Protection|PowerStore|Dell
O|Hybrid Cloud|Storage & Data Protection|Other - Alletra|HPE
O|Hybrid Cloud|Storage & Data Protection|Storage|Everpure
O|Hybrid Cloud|Storage & Data Protection|Other|Dell
O|Hybrid Cloud|Storage & Data Protection|Data Domain|Dell
O|Hybrid Cloud|Storage & Data Protection|Backup & Replication|Veeam
O|Hybrid Cloud|Storage & Data Protection|Azure Backup|Veeam
O|Hybrid Cloud|Storage & Data Protection|M365 Backup as a Service|Microsoft
O|Hybrid Cloud|Storage & Data Protection|O365 Backup|11:11
C|Hybrid Cloud|DevOps & Containerisation
C|Hybrid Cloud|FinOps & Optimisation
O|Hybrid Cloud|FinOps & Optimisation|Cloud Optimiser|Microsoft
P|Lifecycle Services|DIGITAL LIFECYCLE · D3|Digital Lifecycle|D3
C|Lifecycle Services|Advisory & Assessment
O|Lifecycle Services|Advisory & Assessment|Azure Planning and Readiness Assessment|Microsoft
O|Lifecycle Services|Advisory & Assessment|Azure Health Check|Microsoft
O|Lifecycle Services|Advisory & Assessment|Analytics Assessment and PoV|Microsoft
O|Lifecycle Services|Advisory & Assessment|Analytics Capability Roadmap|Microsoft
O|Lifecycle Services|Advisory & Assessment|M365 Copilot - Readiness Assessment|Microsoft
O|Lifecycle Services|Advisory & Assessment|Fitgap Assessment|Microsoft
O|Lifecycle Services|Advisory & Assessment|FA for Security Envisioning & POC Workshop|Microsoft
O|Lifecycle Services|Advisory & Assessment|Microsoft AI Envisioning|Microsoft
O|Lifecycle Services|Advisory & Assessment|CRM Envisioning Workshop|Microsoft
C|Lifecycle Services|Professional Services
O|Lifecycle Services|Professional Services|Solution Implementation|BA
O|Lifecycle Services|Professional Services|Residency|Data#3
O|Lifecycle Services|Professional Services|Residency|Data#3
O|Lifecycle Services|Professional Services|Residency|Data#3
O|Lifecycle Services|Professional Services|Residency|Data#3
O|Lifecycle Services|Professional Services|Residency|Data#3
O|Lifecycle Services|Professional Services|Residency|Data#3
O|Lifecycle Services|Professional Services|Residency|Data#3
